Name,SL_release_speed_std,SL_release_speed_mean,SL_release_speed_min,SL_release_speed_max,SL_pfx_x_std,SL_pfx_x_mean,SL_pfx_x_min,SL_pfx_x_max,SL_pfx_z_std,SL_pfx_z_mean,SL_pfx_z_min,SL_pfx_z_max,SL_vx0_std,SL_vx0_mean,SL_vx0_min,SL_vx0_max,SL_vy0_std,SL_vy0_mean,SL_vy0_min,SL_vy0_max,SL_vz0_std,SL_vz0_mean,SL_vz0_min,SL_vz0_max,SL_ax_std,SL_ax_mean,SL_ax_min,SL_ax_max,SL_ay_std,SL_ay_mean,SL_ay_min,SL_ay_max,SL_az_std,SL_az_mean,SL_az_min,SL_az_max,FF_release_speed_std,FF_release_speed_mean,FF_release_speed_min,FF_release_speed_max,FF_pfx_x_std,FF_pfx_x_mean,FF_pfx_x_min,FF_pfx_x_max,FF_pfx_z_std,FF_pfx_z_mean,FF_pfx_z_min,FF_pfx_z_max,FF_vx0_std,FF_vx0_mean,FF_vx0_min,FF_vx0_max,FF_vy0_std,FF_vy0_mean,FF_vy0_min,FF_vy0_max,FF_vz0_std,FF_vz0_mean,FF_vz0_min,FF_vz0_max,FF_ax_std,FF_ax_mean,FF_ax_min,FF_ax_max,FF_ay_std,FF_ay_mean,FF_ay_min,FF_ay_max,FF_az_std,FF_az_mean,FF_az_min,FF_az_max,CU_release_speed_std,CU_release_speed_mean,CU_release_speed_min,CU_release_speed_max,CU_pfx_x_std,CU_pfx_x_mean,CU_pfx_x_min,CU_pfx_x_max,CU_pfx_z_std,CU_pfx_z_mean,CU_pfx_z_min,CU_pfx_z_max,CU_vx0_std,CU_vx0_mean,CU_vx0_min,CU_vx0_max,CU_vy0_std,CU_vy0_mean,CU_vy0_min,CU_vy0_max,CU_vz0_std,CU_vz0_mean,CU_vz0_min,CU_vz0_max,CU_ax_std,CU_ax_mean,CU_ax_min,CU_ax_max,CU_ay_std,CU_ay_mean,CU_ay_min,CU_ay_max,CU_az_std,CU_az_mean,CU_az_min,CU_az_max,CU_effective_speed_std,CU_effective_speed_mean,CU_effective_speed_min,CU_effective_speed_max,CU_release_spin_rate_std,CU_release_spin_rate_mean,CU_release_spin_rate_min,CU_release_spin_rate_max,FT_release_speed_std,FT_release_speed_mean,FT_release_speed_min,FT_release_speed_max,FT_release_pos_x_std,FT_release_pos_x_mean,FT_release_pos_x_min,FT_release_pos_x_max,FT_release_pos_z_std,FT_release_pos_z_mean,FT_release_pos_z_min,FT_release_pos_z_max,FT_pfx_x_std,FT_pfx_x_mean,FT_pfx_x_min,FT_pfx_x_max,FT_pfx_z_std,FT_pfx_z_mean,FT_pfx_z_min,FT_pfx_z_max,FT_vx0_std,FT_vx0_mean,FT_vx0_min,FT_vx0_max,FT_vy0_std,FT_vy0_mean,FT_vy0_min,FT_vy0_max,FT_vz0_std,FT_vz0_mean,FT_vz0_min,FT_vz0_max,FT_ax_std,FT_ax_mean,FT_ax_min,FT_ax_max,FT_ay_std,FT_ay_mean,FT_ay_min,FT_ay_max,FT_az_std,FT_az_mean,FT_az_min,FT_az_max,FT_effective_speed_std,FT_effective_speed_mean,FT_effective_speed_min,FT_effective_speed_max,FT_release_spin_rate_std,FT_release_spin_rate_mean,FT_release_spin_rate_min,FT_release_spin_rate_max,CH_release_speed_std,CH_release_speed_mean,CH_release_speed_min,CH_release_speed_max,CH_release_pos_x_std,CH_release_pos_x_mean,CH_release_pos_x_min,CH_release_pos_x_max,CH_release_pos_z_std,CH_release_pos_z_mean,CH_release_pos_z_min,CH_release_pos_z_max,CH_pfx_x_std,CH_pfx_x_mean,CH_pfx_x_min,CH_pfx_x_max,CH_pfx_z_std,CH_pfx_z_mean,CH_pfx_z_min,CH_pfx_z_max,CH_vx0_std,CH_vx0_mean,CH_vx0_min,CH_vx0_max,CH_vy0_std,CH_vy0_mean,CH_vy0_min,CH_vy0_max,CH_vz0_std,CH_vz0_mean,CH_vz0_min,CH_vz0_max,CH_ax_std,CH_ax_mean,CH_ax_min,CH_ax_max,CH_ay_std,CH_ay_mean,CH_ay_min,CH_ay_max,CH_az_std,CH_az_mean,CH_az_min,CH_az_max,CH_effective_speed_std,CH_effective_speed_mean,CH_effective_speed_min,CH_effective_speed_max,CH_release_spin_rate_std,CH_release_spin_rate_mean,CH_release_spin_rate_min,CH_release_spin_rate_max,FC_release_speed_std,FC_release_speed_mean,FC_release_speed_min,FC_release_speed_max,FC_release_pos_x_std,FC_release_pos_x_mean,FC_release_pos_x_min,FC_release_pos_x_max,FC_release_pos_z_std,FC_release_pos_z_mean,FC_release_pos_z_min,FC_release_pos_z_max,FC_pfx_x_std,FC_pfx_x_mean,FC_pfx_x_min,FC_pfx_x_max,FC_pfx_z_std,FC_pfx_z_mean,FC_pfx_z_min,FC_pfx_z_max,FC_vx0_std,FC_vx0_mean,FC_vx0_min,FC_vx0_max,FC_vy0_std,FC_vy0_mean,FC_vy0_min,FC_vy0_max,FC_vz0_std,FC_vz0_mean,FC_vz0_min,FC_vz0_max,FC_ax_std,FC_ax_mean,FC_ax_min,FC_ax_max,FC_ay_std,FC_ay_mean,FC_ay_min,FC_ay_max,FC_az_std,FC_az_mean,FC_az_min,FC_az_max,FC_effective_speed_std,FC_effective_speed_mean,FC_effective_speed_min,FC_effective_speed_max,FC_release_spin_rate_std,FC_release_spin_rate_mean,FC_release_spin_rate_min,FC_release_spin_rate_max,KC_release_speed_std,KC_release_speed_mean,KC_release_speed_min,KC_release_speed_max,KC_release_pos_x_std,KC_release_pos_x_mean,KC_release_pos_x_min,KC_release_pos_x_max,KC_release_pos_z_std,KC_release_pos_z_mean,KC_release_pos_z_min,KC_release_pos_z_max,KC_pfx_x_std,KC_pfx_x_mean,KC_pfx_x_min,KC_pfx_x_max,KC_pfx_z_std,KC_pfx_z_mean,KC_pfx_z_min,KC_pfx_z_max,KC_vx0_std,KC_vx0_mean,KC_vx0_min,KC_vx0_max,KC_vy0_std,KC_vy0_mean,KC_vy0_min,KC_vy0_max,KC_vz0_std,KC_vz0_mean,KC_vz0_min,KC_vz0_max,KC_ax_std,KC_ax_mean,KC_ax_min,KC_ax_max,KC_ay_std,KC_ay_mean,KC_ay_min,KC_ay_max,KC_az_std,KC_az_mean,KC_az_min,KC_az_max,KC_effective_speed_std,KC_effective_speed_mean,KC_effective_speed_min,KC_effective_speed_max,KC_release_spin_rate_std,KC_release_spin_rate_mean,KC_release_spin_rate_min,KC_release_spin_rate_max,SI_release_speed_std,SI_release_speed_mean,SI_release_speed_min,SI_release_speed_max,SI_release_pos_x_std,SI_release_pos_x_mean,SI_release_pos_x_min,SI_release_pos_x_max,SI_release_pos_z_std,SI_release_pos_z_mean,SI_release_pos_z_min,SI_release_pos_z_max,SI_pfx_x_std,SI_pfx_x_mean,SI_pfx_x_min,SI_pfx_x_max,SI_pfx_z_std,SI_pfx_z_mean,SI_pfx_z_min,SI_pfx_z_max,SI_vx0_std,SI_vx0_mean,SI_vx0_min,SI_vx0_max,SI_vy0_std,SI_vy0_mean,SI_vy0_min,SI_vy0_max,SI_vz0_std,SI_vz0_mean,SI_vz0_min,SI_vz0_max,SI_ax_std,SI_ax_mean,SI_ax_min,SI_ax_max,SI_ay_std,SI_ay_mean,SI_ay_min,SI_ay_max,SI_az_std,SI_az_mean,SI_az_min,SI_az_max,SI_effective_speed_std,SI_effective_speed_mean,SI_effective_speed_min,SI_effective_speed_max,SI_release_spin_rate_std,SI_release_spin_rate_mean,SI_release_spin_rate_min,SI_release_spin_rate_max,PO_release_speed_std,PO_release_speed_mean,PO_release_speed_min,PO_release_speed_max,PO_release_pos_x_std,PO_release_pos_x_mean,PO_release_pos_x_min,PO_release_pos_x_max,PO_release_pos_z_std,PO_release_pos_z_mean,PO_release_pos_z_min,PO_release_pos_z_max,PO_pfx_x_std,PO_pfx_x_mean,PO_pfx_x_min,PO_pfx_x_max,PO_pfx_z_std,PO_pfx_z_mean,PO_pfx_z_min,PO_pfx_z_max,PO_vx0_std,PO_vx0_mean,PO_vx0_min,PO_vx0_max,PO_vy0_std,PO_vy0_mean,PO_vy0_min,PO_vy0_max,PO_vz0_std,PO_vz0_mean,PO_vz0_min,PO_vz0_max,PO_ax_std,PO_ax_mean,PO_ax_min,PO_ax_max,PO_ay_std,PO_ay_mean,PO_ay_min,PO_ay_max,PO_az_std,PO_az_mean,PO_az_min,PO_az_max,PO_effective_speed_std,PO_effective_speed_mean,PO_effective_speed_min,PO_effective_speed_max,PO_release_spin_rate_std,PO_release_spin_rate_mean,PO_release_spin_rate_min,PO_release_spin_rate_max,FS_release_speed_std,FS_release_speed_mean,FS_release_speed_min,FS_release_speed_max,FS_release_pos_x_std,FS_release_pos_x_mean,FS_release_pos_x_min,FS_release_pos_x_max,FS_release_pos_z_std,FS_release_pos_z_mean,FS_release_pos_z_min,FS_release_pos_z_max,FS_pfx_x_std,FS_pfx_x_mean,FS_pfx_x_min,FS_pfx_x_max,FS_pfx_z_std,FS_pfx_z_mean,FS_pfx_z_min,FS_pfx_z_max,FS_vx0_std,FS_vx0_mean,FS_vx0_min,FS_vx0_max,FS_vy0_std,FS_vy0_mean,FS_vy0_min,FS_vy0_max,FS_vz0_std,FS_vz0_mean,FS_vz0_min,FS_vz0_max,FS_ax_std,FS_ax_mean,FS_ax_min,FS_ax_max,FS_ay_std,FS_ay_mean,FS_ay_min,FS_ay_max,FS_az_std,FS_az_mean,FS_az_min,FS_az_max,FS_effective_speed_std,FS_effective_speed_mean,FS_effective_speed_min,FS_effective_speed_max,FS_release_spin_rate_std,FS_release_spin_rate_mean,FS_release_spin_rate_min,FS_release_spin_rate_max
Cliff Lee,1.377385234,80.00909091,77.4,82.3,0.155546421,-0.409851515,-0.667183333,-0.081291667,0.289118853,0.125640404,-0.348966667,0.807733333,1.195447603,-3.203242424,-5.455,-0.28,1.925929497,-116.3572424,-119.638,-112.652,2.559606995,-3.849181818,-8.286,3.771,1.54098831,-2.761575758,-5.403,0.492,4.014422494,20.95627273,14.109,28.306,2.805356839,-32.77990909,-37.397,-25.899,1.194931686,91.800875,87.9,94.9,0.229104962,0.473424927,-0.198191667,1.002816667,0.307934325,1.673396792,0.713133333,2.5994,1.636240617,-4.30631625,-9.031,1.73,1.726709517,-133.4771988,-138.027,-127.74,2.036781333,-6.877965,-14.387,-0.852,3.00022931,7.8173075,-0.87,14.674,5.031819674,29.47753125,15.485,41.346,3.864567884,-13.60657125,-26.201,-1.814,1.440317527,76.15708502,73.1,80,0.270949655,-1.001448144,-1.865408333,-0.0632,0.382246476,-1.121840891,-1.861133333,0.485233333,1.719903815,-0.20965587,-4.365,4.205,2.100958422,-110.9081903,-116.474,-106.33,2.718486747,0.294024292,-7.353,6.833,2.348389064,-7.65382996,-15.164,0.622,3.193003909,22.94061538,14.364,29.358,3.181348216,-43.33200405,-49.171,-29.456,0,0,0,0,0,0,0,0,1.117770017,92.11751453,88.4,95.5,0,0,0,0,0,0,0,0,0.244107896,1.087309847,0.436408333,1.925491667,0.302437404,1.490901042,0.415,2.368633333,1.792547492,-5.110633721,-10.937,0.127,1.593793332,-133.9270967,-138.694,-128.654,1.957986225,-6.562418605,-12.645,-0.815,3.209822317,15.90343677,7.339,26.944,4.654584356,28.66181759,13.165,43.589,3.832033645,-15.72735974,-29.423,-4.775,0,0,0,0,0,0,0,0,1.023079354,85.38181818,81.9,88.2,0,0,0,0,0,0,0,0,0.280789677,1.146677482,0.3877,1.946366667,0.306510176,1.146301045,0.194266667,1.934333333,1.559309544,-4.791244514,-8.953,0.027,1.451656104,-124.1027429,-128.112,-119.179,2.351355846,-5.484347962,-11.936,2.783,3.184366188,14.2822163,5.616,22.884,3.714178751,25.38584953,14.649,34.723,3.361865096,-21.81316301,-32.168,-13.279,0,0,0,0,0,0,0,0,1.326403655,87.05799458,80,92.3,0,0,0,0,0,0,0,0,0.259864648,-0.503281583,-1.331008333,0.17895,0.347987109,0.878353162,-0.059433333,2.007433333,1.650953252,-2.449376694,-6.769,3.287,1.920729902,-126.6718794,-134.08,-116.326,1.95208422,-4.663398374,-9.863,1.324,3.0576006,-4.396256098,-14.3,3.577,4.340908862,22.95493767,10.68,33.813,4.103937656,-24.27510434,-34.928,-10.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Verlander,1.75213223,87.72046332,82.7,92,0.249510542,0.083317246,-0.560025,0.862258333,0.308091596,0.707300386,-0.6643,1.5029,1.632359942,5.577934363,1.454,9.967,2.518719789,-127.5185869,-133.716,-120.055,2.162310416,-5.21719305,-11.366,-0.203,2.994681172,2.539181467,-5.317,11.511,3.190037558,24.5057529,15.14,34.237,3.576310954,-26.20413127,-41.139,-17.31,1.977899364,96.06031236,89.5,102.3,0.245728295,-1.239407644,-2.177141667,-0.249683333,0.30144723,1.597553989,0.661533333,2.549233333,2.027246398,7.193315572,-0.321,13.967,2.862629958,-139.4788677,-148.604,-130.02,1.964388922,-7.160031695,-13.827,-0.096,3.472657409,-15.61433716,-29.361,-1.526,4.022757693,33.03643638,22.398,46.653,4.132509812,-13.00429858,-25.895,-0.389,1.890916709,80.09959072,73.4,85.3,0.288023104,0.840234686,-0.060416667,1.851733333,0.319024928,-0.741565075,-1.707766667,0.300333333,2.00341788,2.231620737,-4.421,8.323,2.70422036,-116.5827776,-124.023,-106.804,2.108237352,-0.76775307,-7.545,5.314,2.683781703,9.447989086,0.735,18.183,2.837623021,24.16424557,16.238,32.125,2.952954697,-41.00323602,-49.653,-31.17,0,0,0,0,0,0,0,0,2.042939059,94.68,91,97.4,0,0,0,0,0,0,0,0,0.302995877,-1.4422025,-2.036583333,-1.120866667,0.316853433,0.78738,0.502433333,1.598933333,1.463095024,7.4425,4.675,9.973,2.934981465,-137.552,-141.392,-132.192,1.61560394,-5.8859,-9.182,-2.854,4.053795487,-18.1235,-26.865,-13.89,5.395782094,28.8637,21.659,39.417,3.904972696,-24.3042,-27.987,-14.672,0,0,0,0,0,0,0,0,1.678578634,86.36157989,81.2,91,0,0,0,0,0,0,0,0,0.281177343,-1.626541367,-2.483308333,-0.234375,0.311692131,0.97363459,-0.026466667,2.239633333,1.845923232,6.576969479,0.237,13.349,2.45135092,-125.4719408,-132.332,-117.879,2.009513955,-5.294570916,-11.347,1.233,3.139631617,-17.00529443,-25.88,-1.288,3.101707041,26.98341831,17.477,36.4,3.515063685,-23.54274865,-34.499,-8.576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,87.5,86.6,88.4,0,0,0,0,0,0,0,0,0.011829167,-1.291345833,-1.303175,-1.279516667,0.131866667,1.7824,1.650533333,1.914266667,0.5475,13.2005,12.653,13.748,1.3775,-126.6995,-128.077,-125.322,1.84,0.287,-1.553,2.127,0.1045,-13.5645,-13.669,-13.46,1.5415,25.8275,24.286,27.369,1.176,-14.17,-15.346,-12.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Felix Hernandez,1.598621616,85.81762295,81.8,91,0.367063593,0.13646139,-0.653266667,1.3229,0.480661552,-0.3874875,-1.5286,1.160333333,1.920695333,4.614233607,-0.899,9.596,2.301290047,-124.8451352,-132.381,-118.943,2.367009773,-2.143709016,-9.306,4.309,3.963496888,2.911540984,-5.906,14.785,3.384501899,26.50474385,8.689,35.928,5.068837252,-38.39664549,-49.543,-20.734,1.221464254,94.89605055,90.2,98.4,0.33831932,-0.657725277,-1.678925,0.265233333,0.335283976,1.427621696,0.151266667,2.454633333,2.058227679,5.57671801,-1.056,12.314,1.765387089,-137.8845348,-142.797,-131.146,2.21597251,-6.303579779,-15.115,1.636,4.610631651,-7.225703792,-20.833,5.528,3.769537431,32.44104344,13.835,42.011,4.499578913,-15.70871406,-32.716,-0.974,1.534845426,81.91724138,68,85.6,0.273754786,0.655232228,-0.141133333,1.26445,0.320507476,-0.944355084,-1.573033333,0.168466667,1.857556749,2.445928382,-3.916,7.388,2.2370486,-119.2061247,-124.638,-98.904,2.353153393,0.183469496,-7.204,6.864,2.790976278,7.986519894,-0.115,14.962,3.085239654,26.35037401,10.955,33.758,3.154246362,-43.38776127,-49.669,-32.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45078117,90.1384913,84.5,92.4,0,0,0,0,0,0,0,0,0.339300291,-1.073765345,-1.968391667,-0.143916667,0.471203602,0.682573114,-0.606966667,2.213833333,2.054967752,6.595363636,-0.551,12.705,2.118110763,-130.9989226,-134.618,-122.933,2.538952219,-5.546042553,-15.32,2.519,4.264845318,-11.81531915,-22.92,-0.165,4.114415056,27.46179884,5.372,36.405,5.814189444,-26.17870019,-41.1,-6.514,0,0,0,0,0,0,0,0,1.069884483,95.12201835,91.9,97.8,0,0,0,0,0,0,0,0,0.141161938,-0.06092737,-0.274733333,0.365433333,0.383396615,1.322129052,0.3204,2.301266667,2.177060802,4.261495413,-1.433,9.657,1.555969933,-138.2685046,-142.233,-133.58,2.172401092,-5.897458716,-11.407,1.107,1.96465765,0.964908257,-1.978,6.844,4.54206485,30.63923853,16.955,40.632,5.169514085,-16.94198165,-30.537,-3.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.439377244,94.19483667,90.1,98.2,0,0,0,0,0,0,0,0,0.258309739,-1.274706691,-2.287083333,-0.231591667,0.390956998,1.030750334,-0.250066667,2.049,1.83893057,6.849555321,-0.159,12.468,2.046466487,-136.850549,-142.562,-130.744,2.010618398,-5.700368809,-12.52,4.422,3.542048193,-15.45239726,-26.998,-1.32,3.639805233,33.17040885,20.041,42.999,5.168393692,-21.16196207,-37.788,-7.724,0,0,0,0,0,0,0,0,1.18648856,87.22857143,85.2,88.6,0,0,0,0,0,0,0,0,0.290179646,-0.447896429,-0.802175,-0.0298,0.346494535,1.294861905,0.7676,1.7781,6.961247487,4.917,-4.445,11.656,1.807842518,-126.763,-128.826,-123.675,2.193783815,1.241,-2.933,4.185,3.342040609,-3.662,-7.533,1.189,7.399582514,27.47857143,13.19,35.199,3.793020658,-19.776,-25.702,-14.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roy Halladay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.255854393,78.57012012,73.3,82.9,0.287950605,0.645517743,-0.081291667,1.609583333,0.272343517,0.020200601,-0.804766667,0.889433333,2.090727042,2.677806306,-3.956,8.75,1.767244571,-114.365482,-120.643,-106.76,1.822980754,-2.205036036,-8.928,3.279,2.695668413,7.337142643,0.464,15.786,2.337727355,21.90790541,15.166,29.81,2.503292136,-33.74756757,-41.44,-25.504,0,0,0,0,0,0,0,0,0.952328234,93.22058824,91.4,95.1,0,0,0,0,0,0,0,0,0.305814402,-1.002124755,-2.231416667,-0.8815,0.333595513,0.886271569,0.228666667,1.9329,2.135697903,5.984235294,2.037,10.355,1.383605731,-135.5189412,-138.341,-132.941,1.649224902,-5.126470588,-9.455,-0.992,3.88370367,-11.54826471,-27.106,-9.873,3.495144548,31.48294118,26.189,40.411,4.238503156,-23.28958824,-31.732,-10.351,0,0,0,0,0,0,0,0,1.10984933,84.70134228,81.3,88.3,0,0,0,0,0,0,0,0,0.292624667,-0.996226883,-1.872366667,-0.1634,0.355912872,0.154290455,-0.641366667,1.4341,2.201331855,6.269563758,0.34,11.466,1.609756031,-123.077311,-128.559,-118.278,2.024346668,-4.312720358,-9.971,1.134,3.230866154,-9.519118568,-19.574,-0.349,2.680816093,25.25939374,16.493,34.091,3.788817349,-32.59205369,-40.951,-19.019,0,0,0,0,0,0,0,0,1.126724495,91.95998775,87.2,96.1,0,0,0,0,0,0,0,0,0.239101069,-0.434838955,-0.949691667,0.336208333,0.293399049,0.959345221,-0.439266667,2.321333333,2.120425251,5.645759191,-3.051,12.371,1.627461332,-133.7240104,-139.587,-126.903,1.610620578,-5.55673652,-11.553,0.673,3.122538014,-3.974945466,-10.905,6.086,3.312518139,28.79826348,17.821,44.079,3.71796121,-22.50320527,-40.243,-6.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.160491502,93.25352887,88.7,96.1,0,0,0,0,0,0,0,0,0.224716273,-1.427430041,-2.069983333,-0.959433333,0.326654074,0.705380721,-0.3031,1.938633333,2.384374105,6.936568286,0.49,14.931,1.637956044,-135.518857,-139.728,-128.996,1.600895087,-5.243883593,-10.472,-0.309,3.019593499,-17.23238588,-25.994,-10.439,3.230903317,31.371055,21.582,43.709,4.190569021,-25.59642163,-38.55,-10.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.594521872,86.65,83.9,87.8,0,0,0,0,0,0,0,0,0.443597297,-1.489310417,-2.164616667,-0.983091667,0.248532261,0.067058333,-0.184133333,0.460866667,1.825043887,8.30225,5.622,10.616,2.28115271,-125.79875,-127.364,-121.858,1.841014988,-5.72975,-8.502,-3.682,4.447737592,-15.45125,-21.956,-10.018,1.967107013,25.947,24.233,29.131,2.789339259,-33.523,-36.415,-29.084,0,0,0,0,0,0,0,0
Ubaldo Jimenez,2.035091061,86.74618644,82.5,91.7,0.227904297,0.432814177,-0.102166667,1.374391667,0.422352636,0.370086864,-1.168833333,1.368166667,1.929729155,2.962739407,-3.597,10.085,2.948208783,-126.1991547,-133.174,-120.135,2.568882403,-4.393139831,-11.924,2.996,2.605565574,6.557139831,0.304,17.368,2.627227239,23.8908178,17.005,34.928,4.808812453,-30.05973941,-46.973,-19.005,1.773008392,96.618,91.3,101.1,0.230131052,-0.851842144,-1.44095,-0.093816667,0.301516451,1.286331241,0.370566667,2.391566667,2.223624014,4.575488966,-4.751,11.626,2.573668484,-140.40556,-146.881,-132.661,2.303350541,-6.965590345,-17.863,0.68,3.324833033,-10.41411517,-19.281,0.495,3.358377017,30.07250966,21.001,42.614,4.227030245,-16.88597586,-30.004,-0.572,1.9958444,78.92339744,71.5,82.4,0.300072493,0.738631944,-0.13835,2.5086,0.331986273,-0.617271047,-1.628933333,0.254466667,1.974512968,1.118884615,-3.758,6.738,2.862507609,-114.8982564,-120.023,-104.062,2.553712407,-1.256580128,-8.687,5.605,2.8900094,8.317538462,-0.076,22.487,2.858515417,22.14607372,14.721,31.409,3.051487687,-39.65636859,-49.482,-31.543,0,0,0,0,0,0,0,0,1.659122835,96.90944444,91.3,101.3,0,0,0,0,0,0,0,0,0.255437934,-1.342319491,-2.199408333,-0.454258333,0.414566584,1.092351528,-0.3547,2.1135,2.333582696,6.032793056,-1.102,12.726,2.418438266,-140.7899542,-146.965,-132.116,2.395665939,-6.607995833,-13.348,0.724,3.607735298,-17.43945278,-29.312,-4.907,3.589154686,32.35129583,22.839,44.566,5.736337972,-19.66069722,-40.133,-4.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.147328815,91.41052632,86.7,98.3,0,0,0,0,0,0,0,0,0.09322098,0.038684649,-0.082683333,0.332033333,0.335600213,0.985127193,-0.132533333,1.7523,1.890063366,3.916,0.282,7.155,4.548275988,-132.9375,-143.015,-126.182,2.009992049,-5.677473684,-9.364,-0.404,1.342222355,2.218131579,0.664,6.603,2.76473123,26.8325,18.337,31.708,4.618680237,-22.07723684,-35.792,-10.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,91.65,90.7,92.6,0,0,0,0,0,0,0,0,0.257458333,-1.024841667,-1.2823,-0.767383333,0.33755,1.734383333,1.396833333,2.071933333,7.658,5.539,-2.119,13.197,1.6265,-133.1335,-134.76,-131.507,1.5945,-4.8665,-6.461,-3.272,3.0425,-11.2715,-14.314,-8.229,2.145,33.272,31.127,35.417,4.5205,-13.1405,-17.661,-8.62,0,0,0,0,0,0,0,0,1.555899389,88.17740741,81,91.2,0,0,0,0,0,0,0,0,0.409156564,-0.80989875,-1.969783333,0.088491667,0.416938494,0.636075741,-0.877866667,2.059033333,1.819226641,3.909596296,-1.771,10.808,2.25254313,-128.1906815,-132.613,-117.942,2.676455633,-6.340785185,-13.815,0.962,4.905351182,-8.180027778,-21.652,2.59,2.929538064,25.06550556,15.123,34.286,4.869654902,-27.01267222,-44.541,-10.714,0,0,0,0,0,0,0,0
