Name,SL_release_speed_std,SL_release_speed_mean,SL_release_speed_min,SL_release_speed_max,SL_release_pos_x_std,SL_release_pos_x_mean,SL_release_pos_x_min,SL_release_pos_x_max,SL_release_pos_z_std,SL_release_pos_z_mean,SL_release_pos_z_min,SL_release_pos_z_max,SL_pfx_x_std,SL_pfx_x_mean,SL_pfx_x_min,SL_pfx_x_max,SL_pfx_z_std,SL_pfx_z_mean,SL_pfx_z_min,SL_pfx_z_max,SL_vx0_std,SL_vx0_mean,SL_vx0_min,SL_vx0_max,SL_vy0_std,SL_vy0_mean,SL_vy0_min,SL_vy0_max,SL_vz0_std,SL_vz0_mean,SL_vz0_min,SL_vz0_max,SL_ax_std,SL_ax_mean,SL_ax_min,SL_ax_max,SL_ay_std,SL_ay_mean,SL_ay_min,SL_ay_max,SL_az_std,SL_az_mean,SL_az_min,SL_az_max,SL_effective_speed_std,SL_effective_speed_mean,SL_effective_speed_min,SL_effective_speed_max,SL_release_spin_rate_std,SL_release_spin_rate_mean,SL_release_spin_rate_min,SL_release_spin_rate_max,FF_release_speed_std,FF_release_speed_mean,FF_release_speed_min,FF_release_speed_max,FF_release_pos_x_std,FF_release_pos_x_mean,FF_release_pos_x_min,FF_release_pos_x_max,FF_release_pos_z_std,FF_release_pos_z_mean,FF_release_pos_z_min,FF_release_pos_z_max,FF_pfx_x_std,FF_pfx_x_mean,FF_pfx_x_min,FF_pfx_x_max,FF_pfx_z_std,FF_pfx_z_mean,FF_pfx_z_min,FF_pfx_z_max,FF_vx0_std,FF_vx0_mean,FF_vx0_min,FF_vx0_max,FF_vy0_std,FF_vy0_mean,FF_vy0_min,FF_vy0_max,FF_vz0_std,FF_vz0_mean,FF_vz0_min,FF_vz0_max,FF_ax_std,FF_ax_mean,FF_ax_min,FF_ax_max,FF_ay_std,FF_ay_mean,FF_ay_min,FF_ay_max,FF_az_std,FF_az_mean,FF_az_min,FF_az_max,FF_effective_speed_std,FF_effective_speed_mean,FF_effective_speed_min,FF_effective_speed_max,FF_release_spin_rate_std,FF_release_spin_rate_mean,FF_release_spin_rate_min,FF_release_spin_rate_max,CU_release_speed_std,CU_release_speed_mean,CU_release_speed_min,CU_release_speed_max,CU_release_pos_x_std,CU_release_pos_x_mean,CU_release_pos_x_min,CU_release_pos_x_max,CU_release_pos_z_std,CU_release_pos_z_mean,CU_release_pos_z_min,CU_release_pos_z_max,CU_pfx_x_std,CU_pfx_x_mean,CU_pfx_x_min,CU_pfx_x_max,CU_pfx_z_std,CU_pfx_z_mean,CU_pfx_z_min,CU_pfx_z_max,CU_vx0_std,CU_vx0_mean,CU_vx0_min,CU_vx0_max,CU_vy0_std,CU_vy0_mean,CU_vy0_min,CU_vy0_max,CU_vz0_std,CU_vz0_mean,CU_vz0_min,CU_vz0_max,CU_ax_std,CU_ax_mean,CU_ax_min,CU_ax_max,CU_ay_std,CU_ay_mean,CU_ay_min,CU_ay_max,CU_az_std,CU_az_mean,CU_az_min,CU_az_max,CU_effective_speed_std,CU_effective_speed_mean,CU_effective_speed_min,CU_effective_speed_max,CU_release_spin_rate_std,CU_release_spin_rate_mean,CU_release_spin_rate_min,CU_release_spin_rate_max,FT_release_speed_std,FT_release_speed_mean,FT_release_speed_min,FT_release_speed_max,FT_release_pos_x_std,FT_release_pos_x_mean,FT_release_pos_x_min,FT_release_pos_x_max,FT_release_pos_z_std,FT_release_pos_z_mean,FT_release_pos_z_min,FT_release_pos_z_max,FT_pfx_x_std,FT_pfx_x_mean,FT_pfx_x_min,FT_pfx_x_max,FT_pfx_z_std,FT_pfx_z_mean,FT_pfx_z_min,FT_pfx_z_max,FT_vx0_std,FT_vx0_mean,FT_vx0_min,FT_vx0_max,FT_vy0_std,FT_vy0_mean,FT_vy0_min,FT_vy0_max,FT_vz0_std,FT_vz0_mean,FT_vz0_min,FT_vz0_max,FT_ax_std,FT_ax_mean,FT_ax_min,FT_ax_max,FT_ay_std,FT_ay_mean,FT_ay_min,FT_ay_max,FT_az_std,FT_az_mean,FT_az_min,FT_az_max,FT_effective_speed_std,FT_effective_speed_mean,FT_effective_speed_min,FT_effective_speed_max,FT_release_spin_rate_std,FT_release_spin_rate_mean,FT_release_spin_rate_min,FT_release_spin_rate_max,CH_release_speed_std,CH_release_speed_mean,CH_release_speed_min,CH_release_speed_max,CH_release_pos_x_std,CH_release_pos_x_mean,CH_release_pos_x_min,CH_release_pos_x_max,CH_release_pos_z_std,CH_release_pos_z_mean,CH_release_pos_z_min,CH_release_pos_z_max,CH_pfx_x_std,CH_pfx_x_mean,CH_pfx_x_min,CH_pfx_x_max,CH_pfx_z_std,CH_pfx_z_mean,CH_pfx_z_min,CH_pfx_z_max,CH_vx0_std,CH_vx0_mean,CH_vx0_min,CH_vx0_max,CH_vy0_std,CH_vy0_mean,CH_vy0_min,CH_vy0_max,CH_vz0_std,CH_vz0_mean,CH_vz0_min,CH_vz0_max,CH_ax_std,CH_ax_mean,CH_ax_min,CH_ax_max,CH_ay_std,CH_ay_mean,CH_ay_min,CH_ay_max,CH_az_std,CH_az_mean,CH_az_min,CH_az_max,CH_effective_speed_std,CH_effective_speed_mean,CH_effective_speed_min,CH_effective_speed_max,CH_release_spin_rate_std,CH_release_spin_rate_mean,CH_release_spin_rate_min,CH_release_spin_rate_max,FC_release_speed_std,FC_release_speed_mean,FC_release_speed_min,FC_release_speed_max,FC_release_pos_x_std,FC_release_pos_x_mean,FC_release_pos_x_min,FC_release_pos_x_max,FC_release_pos_z_std,FC_release_pos_z_mean,FC_release_pos_z_min,FC_release_pos_z_max,FC_pfx_x_std,FC_pfx_x_mean,FC_pfx_x_min,FC_pfx_x_max,FC_pfx_z_std,FC_pfx_z_mean,FC_pfx_z_min,FC_pfx_z_max,FC_vx0_std,FC_vx0_mean,FC_vx0_min,FC_vx0_max,FC_vy0_std,FC_vy0_mean,FC_vy0_min,FC_vy0_max,FC_vz0_std,FC_vz0_mean,FC_vz0_min,FC_vz0_max,FC_ax_std,FC_ax_mean,FC_ax_min,FC_ax_max,FC_ay_std,FC_ay_mean,FC_ay_min,FC_ay_max,FC_az_std,FC_az_mean,FC_az_min,FC_az_max,FC_effective_speed_std,FC_effective_speed_mean,FC_effective_speed_min,FC_effective_speed_max,FC_release_spin_rate_std,FC_release_spin_rate_mean,FC_release_spin_rate_min,FC_release_spin_rate_max,KC_release_speed_std,KC_release_speed_mean,KC_release_speed_min,KC_release_speed_max,KC_release_pos_x_std,KC_release_pos_x_mean,KC_release_pos_x_min,KC_release_pos_x_max,KC_release_pos_z_std,KC_release_pos_z_mean,KC_release_pos_z_min,KC_release_pos_z_max,KC_pfx_x_std,KC_pfx_x_mean,KC_pfx_x_min,KC_pfx_x_max,KC_pfx_z_std,KC_pfx_z_mean,KC_pfx_z_min,KC_pfx_z_max,KC_vx0_std,KC_vx0_mean,KC_vx0_min,KC_vx0_max,KC_vy0_std,KC_vy0_mean,KC_vy0_min,KC_vy0_max,KC_vz0_std,KC_vz0_mean,KC_vz0_min,KC_vz0_max,KC_ax_std,KC_ax_mean,KC_ax_min,KC_ax_max,KC_ay_std,KC_ay_mean,KC_ay_min,KC_ay_max,KC_az_std,KC_az_mean,KC_az_min,KC_az_max,KC_effective_speed_std,KC_effective_speed_mean,KC_effective_speed_min,KC_effective_speed_max,KC_release_spin_rate_std,KC_release_spin_rate_mean,KC_release_spin_rate_min,KC_release_spin_rate_max,SI_release_speed_std,SI_release_speed_mean,SI_release_speed_min,SI_release_speed_max,SI_release_pos_x_std,SI_release_pos_x_mean,SI_release_pos_x_min,SI_release_pos_x_max,SI_release_pos_z_std,SI_release_pos_z_mean,SI_release_pos_z_min,SI_release_pos_z_max,SI_pfx_x_std,SI_pfx_x_mean,SI_pfx_x_min,SI_pfx_x_max,SI_pfx_z_std,SI_pfx_z_mean,SI_pfx_z_min,SI_pfx_z_max,SI_vx0_std,SI_vx0_mean,SI_vx0_min,SI_vx0_max,SI_vy0_std,SI_vy0_mean,SI_vy0_min,SI_vy0_max,SI_vz0_std,SI_vz0_mean,SI_vz0_min,SI_vz0_max,SI_ax_std,SI_ax_mean,SI_ax_min,SI_ax_max,SI_ay_std,SI_ay_mean,SI_ay_min,SI_ay_max,SI_az_std,SI_az_mean,SI_az_min,SI_az_max,SI_effective_speed_std,SI_effective_speed_mean,SI_effective_speed_min,SI_effective_speed_max,SI_release_spin_rate_std,SI_release_spin_rate_mean,SI_release_spin_rate_min,SI_release_spin_rate_max,PO_release_speed_std,PO_release_speed_mean,PO_release_speed_min,PO_release_speed_max,PO_release_pos_x_std,PO_release_pos_x_mean,PO_release_pos_x_min,PO_release_pos_x_max,PO_release_pos_z_std,PO_release_pos_z_mean,PO_release_pos_z_min,PO_release_pos_z_max,PO_pfx_x_std,PO_pfx_x_mean,PO_pfx_x_min,PO_pfx_x_max,PO_pfx_z_std,PO_pfx_z_mean,PO_pfx_z_min,PO_pfx_z_max,PO_vx0_std,PO_vx0_mean,PO_vx0_min,PO_vx0_max,PO_vy0_std,PO_vy0_mean,PO_vy0_min,PO_vy0_max,PO_vz0_std,PO_vz0_mean,PO_vz0_min,PO_vz0_max,PO_ax_std,PO_ax_mean,PO_ax_min,PO_ax_max,PO_ay_std,PO_ay_mean,PO_ay_min,PO_ay_max,PO_az_std,PO_az_mean,PO_az_min,PO_az_max,PO_effective_speed_std,PO_effective_speed_mean,PO_effective_speed_min,PO_effective_speed_max,PO_release_spin_rate_std,PO_release_spin_rate_mean,PO_release_spin_rate_min,PO_release_spin_rate_max,FS_release_speed_std,FS_release_speed_mean,FS_release_speed_min,FS_release_speed_max,FS_release_pos_x_std,FS_release_pos_x_mean,FS_release_pos_x_min,FS_release_pos_x_max,FS_release_pos_z_std,FS_release_pos_z_mean,FS_release_pos_z_min,FS_release_pos_z_max,FS_pfx_x_std,FS_pfx_x_mean,FS_pfx_x_min,FS_pfx_x_max,FS_pfx_z_std,FS_pfx_z_mean,FS_pfx_z_min,FS_pfx_z_max,FS_vx0_std,FS_vx0_mean,FS_vx0_min,FS_vx0_max,FS_vy0_std,FS_vy0_mean,FS_vy0_min,FS_vy0_max,FS_vz0_std,FS_vz0_mean,FS_vz0_min,FS_vz0_max,FS_ax_std,FS_ax_mean,FS_ax_min,FS_ax_max,FS_ay_std,FS_ay_mean,FS_ay_min,FS_ay_max,FS_az_std,FS_az_mean,FS_az_min,FS_az_max,FS_effective_speed_std,FS_effective_speed_mean,FS_effective_speed_min,FS_effective_speed_max,FS_release_spin_rate_std,FS_release_spin_rate_mean,FS_release_spin_rate_min,FS_release_spin_rate_max
Justin Verlander,1.857152521,84.90471698,81.3,90.4,0,0,0,0,0,0,0,0,0.25051169,0.263290252,-0.384675,1.153116667,0.537582878,-0.052001635,-1.729266667,1.302233333,1.541337337,4.692718868,-1.168,10.173,2.681164729,-123.4576925,-131.518,-118.317,2.270556379,-4.162224528,-10.416,3.33,2.837233327,4.574713208,-4.282,14.283,2.750311385,23.64853019,17.233,33.179,4.99643913,-33.5551283,-47.919,-8.466,0,0,0,0,0,0,0,0,2.476627531,94.96876851,89.4,102.2,0,0,0,0,0,0,0,0,0.302305283,-0.992158996,-1.887675,-0.192625,0.586217305,1.564655255,-0.658566667,2.718366667,2.227417085,6.672779941,0.157,14.018,3.56070396,-137.8673881,-148.26,-129.98,1.876401026,-8.253725349,-15.345,-1.985,3.551371804,-12.3576661,-24.436,-0.978,3.668220851,31.46248582,21.133,47.622,3.790088269,-11.67379771,-28.477,2.114,0,0,0,0,0,0,0,0,1.61763287,79.62842105,74.9,85.4,0,0,0,0,0,0,0,0,0.282439568,0.755712822,-0.187058333,1.492683333,0.383639022,-0.998882749,-2.1048,0.667266667,1.689195587,2.044077193,-3.351,7.869,2.299354554,-115.9045333,-124.226,-109.164,2.132123075,-1.05147193,-7.583,4.279,2.562937135,9.178642105,-0.652,15.277,2.27637317,23.05012456,16.303,31.228,2.953479897,-42.52952456,-51.238,-27.419,0,0,0,0,0,0,0,0,0,95.7,95.7,95.7,0,0,0,0,0,0,0,0,0,-1.951691667,-1.951691667,-1.951691667,0,1.6663,1.6663,1.6663,0,9.592,9.592,9.592,0,-138.567,-138.567,-138.567,0,-10.084,-10.084,-10.084,0,-24.755,-24.755,-24.755,0,38.943,38.943,38.943,0,-12.757,-12.757,-12.757,0,0,0,0,0,0,0,0,1.646574772,86.22799479,81.6,89.9,0,0,0,0,0,0,0,0,0.352413439,-1.27231606,-2.153483333,-0.351275,0.583639762,0.966955951,-0.872133333,2.2468,1.698282204,5.66944401,1.281,12.363,2.400704821,-125.2792018,-130.809,-118.296,1.992039586,-6.162984375,-11.394,0.029,3.047881096,-13.62605078,-22.068,-2.437,2.99641724,25.71314063,13.348,35.841,3.298452194,-21.72515365,-35.145,-8.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Felix Hernandez,1.208378038,85.88847007,83.5,89.8,0,0,0,0,0,0,0,0,0.238534564,0.107083223,-0.546108333,0.915141667,0.48675275,-0.405349741,-1.6232,0.8794,1.812109753,5.096436807,-1.564,11.61,1.750304791,-124.9362173,-130.59,-121.432,2.090169248,-2.34,-9.19,5.18,2.872443609,2.733350333,-10.5,11.79,2.33464271,25.45493792,18.792,36.454,4.456864362,-37.56766075,-51.116,-24.482,0,0,0,0,0,0,0,0,1.197738547,93.01854494,90.8,96.3,0,0,0,0,0,0,0,0,0.203867234,-0.524169234,-1.438166667,0.014733333,0.413313931,1.024434522,-0.725933333,1.909966667,2.054032406,5.439666191,-0.034,10.637,1.689629516,-135.2635621,-140.194,-131.839,2.080449941,-4.934557775,-11.033,0.634,2.735743384,-5.380407989,-16.771,1.914,2.804397349,30.51905278,22.869,38.197,3.884050698,-20.78342653,-37.76,-9.666,0,0,0,0,0,0,0,0,1.270480755,81.92747525,77.7,84.2,0,0,0,0,0,0,0,0,0.322035631,0.727852269,-0.248291667,1.4732,0.37764481,-1.148968894,-1.908433333,0.240133333,1.881705335,2.311207921,-3.17,6.793,1.843827409,-119.2263837,-122.569,-113.136,2.120721783,0.06729703,-6.261,7.423,3.104729494,8.874024753,-1.265,15.813,2.483868888,25.6117401,17.621,31.662,3.599762409,-45.16999752,-52.747,-31.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.206828695,89.32621083,85.6,91.9,0,0,0,0,0,0,0,0,0.279895946,-0.836245062,-1.759641667,-0.182883333,0.537459047,0.290618519,-1.1158,1.8942,1.813695344,5.306084046,-0.074,10.361,1.750946881,-129.9133219,-133.715,-124.565,2.380650782,-4.415878917,-12.241,3.255,3.471162962,-8.79058547,-20.553,-0.624,2.710015308,26.88286752,13.868,33.693,6.194264943,-30.76110684,-45.95,-11.096,0,0,0,0,0,0,0,0,1.226200647,92.92387268,88.6,95.9,0,0,0,0,0,0,0,0,0.160507412,-0.082292042,-0.316483333,0.764841667,0.446402048,0.879901857,-0.662866667,1.798166667,2.144955219,4.769111406,-0.77,11.208,1.738637991,-135.1654244,-139.536,-129.013,2.009973955,-4.454376658,-9.443,1.436,2.300036227,0.526657825,-6.021,11.842,3.063373794,30.01186207,21.26,37.26,4.143413811,-22.32239788,-35.596,-11.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.957994516,92.65650888,90.8,95.8,0,0,0,0,0,0,0,0,0.227293604,-1.094466174,-1.770775,-0.391633333,0.433289149,0.752874408,-0.9352,1.736533333,2.083752809,6.162013314,0.625,12.307,1.349611935,-134.7301509,-139.414,-131.975,2.011964634,-4.814091716,-12.351,0.58,2.906413295,-12.76105473,-21.852,-3.496,2.985584488,31.21281361,22.77,39.553,5.051643646,-24.8275503,-41.173,-12.535,0,0,0,0,0,0,0,0,0,85.4,85.4,85.4,0,0,0,0,0,0,0,0,0,-0.299783333,-0.299783333,-0.299783333,0,0.908066667,0.908066667,0.908066667,0,-6.054,-6.054,-6.054,0,-124.144,-124.144,-124.144,0,3.286,3.286,3.286,0,-1.903,-1.903,-1.903,0,24.415,24.415,24.415,0,-24.379,-24.379,-24.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clayton Kershaw,1.807711772,86.03677419,80.3,90.9,0,0,0,0,0,0,0,0,0.243254092,-0.579840538,-1.356058333,0.038391667,0.439287529,0.841944688,-0.609833333,2.163666667,1.752359338,-3.414483871,-8.527,2.116,2.607271862,-125.1011858,-132.184,-116.656,2.879781049,-5.380692903,-13.479,2.627,2.69004608,-5.072512258,-12.83,1.88,2.755756926,26.22408903,17.835,33.214,4.940288702,-24.9595329,-40.034,-8.428,0,0,0,0,0,0,0,0,1.046824043,93.78304286,89.9,97.3,0,0,0,0,0,0,0,0,0.254634028,-0.00294929,-0.663008333,1.342383333,0.293469941,1.989629078,0.890866667,2.920466667,1.995225433,-4.502947716,-12.752,2.324,1.471332381,-136.2476345,-141.435,-130.618,2.220173567,-7.767639661,-15.045,1.364,3.408808671,1.705020254,-7.239,19.498,2.939564268,31.6304098,8.548,39.999,3.79721616,-8.781181818,-23.165,5.633,0,0,0,0,0,0,0,0,1.706915236,74.43041237,49.5,77.9,0,0,0,0,0,0,0,0,0.227949498,-0.551556637,-1.177925,0.252708333,0.345424191,-0.957619845,-2.0231,1.2836,1.432863983,-1.933760309,-5.704,2.494,2.510725995,-108.3723454,-113.211,-71.651,2.68280434,0.440837629,-7.674,8.601,1.922886876,-3.550842784,-9.058,3.149,2.163868911,22.34480412,8.694,28.913,2.732765914,-41.54257474,-50.837,-28.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.848008573,85.35153374,80,89.5,0,0,0,0,0,0,0,0,0.357307951,0.644210634,0.004991667,1.697258333,0.549427735,1.692231902,0.106833333,2.675366667,1.733129748,-4.75801227,-9.251,-0.074,2.707200683,-123.9979448,-130.13,-116.087,2.843716617,-6.548797546,-13.109,2.611,3.829174016,8.545239264,1.518,19.63,2.926273075,26.22819632,18.353,33.546,5.905709077,-16.01258896,-33.023,-5.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gio Gonzalez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.273025778,93.91704462,89.5,97.1,0,0,0,0,0,0,0,0,0.22021326,0.870470897,0.075966667,1.574791667,0.215435672,1.585416801,0.675866667,2.304133333,1.907908055,-7.62032553,-14.038,-1.726,1.810720836,-136.4438142,-140.93,-130.029,2.099400547,-4.769965618,-11.396,4.909,2.941249225,13.50413094,2.783,22.61,2.817815021,30.86622604,21.237,43.685,2.815562085,-13.94023775,-25.915,-4.26,0,0,0,0,0,0,0,0,1.207611018,80.26558989,76.4,83.7,0,0,0,0,0,0,0,0,0.256131042,-0.837212945,-1.678925,-0.089641667,0.260796421,-0.934745038,-1.5243,-0.1139,2.191884914,-3.478620787,-10.95,4.175,1.717261796,-116.7780478,-121.788,-111.19,2.084919736,0.260724719,-5.93,7.416,2.447790681,-6.903851124,-15.043,0.429,2.452225463,24.55988483,15.755,32.029,2.452192331,-42.88736938,-49.194,-35.018,0,0,0,0,0,0,0,0,1.272433575,93.28152381,89,96.9,0,0,0,0,0,0,0,0,0.234751689,1.369311421,0.505991667,2.1412,0.231796565,1.07220381,0.201433333,1.706433333,1.668651899,-7.232365714,-12.56,-1.91,1.797241086,-135.5771267,-140.58,-129.37,1.820797254,-4.533835238,-10.734,2.453,3.122039078,20.00893143,8.614,30.851,3.085486697,30.13639524,20.61,41.966,3.020849016,-20.79234,-32.081,-12.591,0,0,0,0,0,0,0,0,1.941068447,85.1641791,68.7,88.8,0,0,0,0,0,0,0,0,0.221162604,1.175866262,0.61315,1.743183333,0.281760894,0.784725124,-0.205633333,1.646233333,1.601237924,-6.968395522,-11.091,-1.796,2.826225272,-123.7455709,-129.105,-99.093,1.954905757,-3.944410448,-9.47,0.94,2.621174152,14.55614925,6.241,21.047,2.69204381,25.01808582,15.252,33.436,3.054341971,-25.77456343,-36.422,-17.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliff Lee,0.856725883,80.78823529,78.9,82.5,0,0,0,0,0,0,0,0,0.312393298,-0.58744902,-1.19045,-0.047891667,0.32174142,0.190303922,-0.265833333,0.9482,1.266637518,-3.752529412,-6.339,-1.288,1.228117405,-117.4614118,-120.07,-114.951,1.976680792,-3.926470588,-7.478,0.101,3.12915869,-4.590882353,-10.691,0.808,1.817676684,22.48194118,18.917,25.093,3.173437925,-32.16717647,-36.451,-24.455,0,0,0,0,0,0,0,0,0.989094431,92.30267717,86.2,95.1,0,0,0,0,0,0,0,0,0.139196543,0.592213635,-0.018666667,0.908183333,0.308387223,1.648887822,-0.516666667,2.473266667,1.721571482,-5.09272126,-10.21,0.152,1.418815254,-134.177578,-137.797,-125.024,1.918674158,-7.035903937,-13.57,-1.551,1.715983277,9.507913386,1.428,13.758,2.444032055,29.09961417,20.236,35.449,2.889277658,-13.49371024,-22.108,-4.332,0,0,0,0,0,0,0,0,1.15832469,74.81443299,71.7,78.1,0,0,0,0,0,0,0,0,0.244694468,-1.119828895,-1.723458333,-0.237158333,0.268439754,-1.112036884,-2.110533333,-0.013566667,1.477356575,-0.986044674,-4.407,3.797,1.698401476,-108.9590756,-113.728,-104.429,2.369501606,-0.158975945,-6,7.042,2.02862692,-8.370106529,-13.593,-0.92,2.031959189,23.24380069,17.344,29.729,2.09773498,-42.79602406,-47.274,-34.039,0,0,0,0,0,0,0,0,0.93253647,92.1879692,89.3,96.5,0,0,0,0,0,0,0,0,0.213958619,0.91468894,0.141375,1.847558333,0.448553891,1.459217132,-0.585466667,2.589366667,1.739032405,-5.988526468,-10.462,0.01,1.340223836,-133.9969711,-139.948,-129.678,1.937909064,-6.604716073,-12.131,-0.223,2.148813759,13.92364389,7.19,25.695,2.532498738,28.72266987,19.724,44.128,2.991503565,-15.35154475,-25.794,-3.128,0,0,0,0,0,0,0,0,0.989593327,85.50544662,83.1,88,0,0,0,0,0,0,0,0,0.235452622,1.097898729,-0.061808333,1.816941667,0.231594659,1.173648657,0.306066667,1.9888,1.353995112,-5.365923747,-9.572,-1.618,1.405358891,-124.253939,-127.888,-120.818,2.041806782,-5.894579521,-12.227,-0.509,2.601101073,13.77931155,0.767,21.177,2.089059871,24.98980392,17.965,31.474,2.534534037,-21.48228105,-30.945,-12.656,0,0,0,0,0,0,0,0,1.416488451,87.30557276,83.4,92.3,0,0,0,0,0,0,0,0,0.269114012,-0.503733591,-1.197408333,0.372391667,0.586453821,0.93841517,-1.061333333,2.146466667,1.65522752,-3.580905573,-7.486,2.01,2.051850238,-126.9768173,-134.197,-121.227,1.950090551,-5.383034056,-10.786,0.575,4.020174652,-4.213899381,-13.105,14.139,2.285316071,23.92517183,16.819,34.369,3.920734924,-22.24608359,-33.038,-9.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
